store_id,store_address,product_id,sku_id,master_product_id,name,trademark,presentation,price,in_stock,category_name,cold_beer
184221,,2114549076,184221_2114549076,796267,Cerveza Andes Origen Oro 473 cc,Andes Origen,1 X 473 mL,2639.25,True,Cervezas,False
184221,,1074518352,184221_1074518352,673325,Antares Cerveza Ipa,Antares,1 x 473 mL,4519,True,Cervezas,False
184221,,2533061,184221_2533061,156788,Imperial Apa Cerveza American Pale Ale Rubia,Imperial,1 X 473 mL,3819,True,Cervezas,False
184221,,2114708567,184221_2114708567,837368,Imperial Cerveza Golden,Imperial,1 x 330 cc,3183.2,True,Cervezas,False
184221,,1074392823,184221_1074392823,90470,Pampa Brewing Cerveza IPA Lata 473 ml,Pampa,1 X 473 mL,2991.15,True,Cervezas,False
184221,,2114084426,184221_2114084426,595866,Stella Artois Cerveza Premium Lager,Stella Artois,1 x 710 mL,4367.35,True,Cervezas,False
184221,,2114631084,184221_2114631084,753489,Blue Moon Cerveza Belgian White,Blue Moon,1 x 355 cc,5889,True,Cervezas,False
184221,,2115034643,184221_2115034643,981051,Michelob Ultra Cerveza,Michelob Ultra,1 x 275 mL,2479.2,True,Cervezas,False
184221,,2114871768,184221_2114871768,916751,Cerveza Guinness Hop House,,473 mL,3263.2,True,Cervezas,False
184221,,2114869743,184221_2114869743,892720,Imperial Cerveza Sin Alcohol Golden,,1 x 473 cc,2419,True,Cervezas,False
184221,,2114629634,184221_2114629634,43537,Miller Cerveza Rubia,Miller,1 X 600 mL,6469,True,Cervezas,False
184221,,2114629797,184221_2114629797,620352,Miller Genuine Draft Cerveza,Miller,1 X 330 mL,4321.58,True,Cervezas,False
184221,,2114951104,184221_2114951104,948216,Schneider Bebida Refrescante Remix Limón,Schneider,1 x 473 mL,2155.3,True,Cervezas,False
184221,,2114970867,184221_2114970867,955344,Asahi Cerveza Dry,,1 x 330 cc,4491.75,True,Cervezas,False
184221,,2114887563,184221_2114887563,830900,Cerveza Brahma 710 mL,Brahma,710 mL,3016.3,True,Cervezas,False
184221,,2114263234,184221_2114263234,354442,Miller Cerveza Genuine Draft en Lata,Miller,1 X 710 mL,4971.65,True,Cervezas,False
184221,,2114967292,184221_2114967292,234919,Peroni Cerveza,Peroni,1 X 330 mL,3734.25,True,Cervezas,False
184221,,2114825038,184221_2114825038,626232,Stella Artois Cerveza 0%,Stella Artois 0,1 X 330 mL,2561.3,True,Cervezas,False
184221,,2114564915,184221_2114564915,128218,Starberg Cerveza Lager,Sol,1 X 500 mL,2211.75,True,Cervezas,False
184221,,2482874,184221_2482874,43389,Heineken Cerveza Original,Heineken,1 X 330 mL,4909,True,Cervezas,False
184221,,2114434307,184221_2114434307,688392,Antares Cerveza Lager,Antares,1 x 473 mL,4029,True,Cervezas,False
184221,,2114481637,184221_2114481637,763756,Cerveza Patagonia Lager Del Sur 473 cc,Patagonia,1 X 473 mL,4289.25,True,Cervezas,False
184221,,2115129133,184221_2115129133,998321,Ipa Cerveza Antares Especiales Sin Alcohol,,1 x 473 mL,6779,True,Cervezas,False
184221,,2115002412,184221_2115002412,967817,Corona Cerveza 0.0,,473 mL,2526.3,True,Cervezas,False
184221,,2114833047,184221_2114833047,41331,Santa Fe Cerveza Rubia,Blonde,1 X 473 mL,2899,True,Cervezas,True
184221,,2114629949,184221_2114629949,532515,Grolsch Cerveza Ipa,Grolsch,1 X 473 mL,3073.85,True,Cervezas,False
184221,,2114897271,184221_2114897271,25531,Bitburger Cerveza,Bitburger,1 X 330 mL,4949,True,Cervezas,False
184221,,1074485096,184221_1074485096,170987,Salta Cautiva Cerveza Rubia,Salta,1 X 473 mL,3519,True,Cervezas,False
184221,,1074392833,184221_1074392833,81936,Antares Kolsch Cerveza ,Antares,1 X 473 mL,4859,True,Cervezas,False
184221,,2482831,184221_2482831,193507,Warsteiner Cerveza Rubia,Warsteiner,1 X 473 mL,4009,True,Cervezas,False
184221,,2114019305,184221_2114019305,626222,Blue Moon Belgian White Lata 473 ml,Blue Moon,1 x 473 mL,5299,True,Cervezas,False
184221,,1074739728,184221_1074739728,364118,Imperial Golden Lata 710ml,Imperial,1 X 710 mL,5079,True,Cervezas,True
184221,,2114579895,184221_2114579895,28703,Bitburger Cerveza,Bitburger,1 X 500 mL,5649,True,Cervezas,True
184221,,1074392819,184221_1074392819,91592,Cerveza Kunstmann Session Ipa 470ml,Kunstmann,1 X 470 mL,5029,True,Cervezas,False
184221,,2115151512,184221_2115151512,53387,Estrella Damm Cerveza,Estrella Damm,1 X 500 mL,2447.1,True,Cervezas,False
184221,,2115220400,184221_2115220400,533969,Heineken Cerveza 0.0 Lata 330ml,Heineken,1 X 330 mL,3679,True,Cervezas,False
184221,,2112989953,184221_2112989953,484755,Cerveza Stella Artois Blanche 473 cc,Stella Artois,1 X 473 mL,4029,False,Cervezas,False
184221,,1074392806,184221_1074392806,271120,Sol Cerveza Rubia Original ,Sol,1 X 473 mL,2549,False,Cervezas,False
184221,,2482864,184221_2482864,354820,Cerveza Patagonia Bohemian 473 cc,Patagonia,1 X 473 mL,5099.25,False,Cervezas,False
184221,,2533055,184221_2533055,433532,Cerveza Temple Wolf Ipa 473 cc,Temple,1 X 473 mL,4236.75,False,Cervezas,False
184221,,2114013445,184221_2114013445,522389,Heineken Cerveza sin Alcohol,Heineken Cero,1 X 355 mL,2369,False,Cervezas,False
184221,,2112096354,184221_2112096354,478065,Cerveza Corona 410 cc,Corona,1 X 410 mL,6439,False,Cervezas,True
184221,,2114272855,184221_2114272855,0,6 x Sixpack Heineken Cerveza,,,27534,True,Cervezas,False
